epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
145,371.215,1.17617,0.90479,1.09251,0.81038,0.6093,0.67412,0.47743,1.03613,0.77793,1.05053,0.000844206,0.000844206,0.000844206
146,373.714,1.15658,0.92475,1.08188,0.76891,0.60044,0.66055,0.47616,1.04559,0.81262,1.06468,0.000843757,0.000843757,0.000843757
147,376.345,1.17765,0.90209,1.09195,0.83571,0.6135,0.69105,0.48789,1.0426,0.75099,1.06141,0.000843307,0.000843307,0.000843307
148,378.88,1.14754,0.89118,1.09525,0.89263,0.60524,0.6848,0.49397,1.02178,0.73235,1.05559,0.000842857,0.000842857,0.000842857
149,381.423,1.17231,0.88268,1.12143,0.88875,0.59639,0.68419,0.49032,1.02047,0.72764,1.05202,0.000842407,0.000842407,0.000842407
150,383.948,1.14315,0.85524,1.10423,0.85826,0.60435,0.68062,0.47808,1.05727,0.75912,1.06271,0.000841957,0.000841957,0.000841957
151,386.457,1.14924,0.87585,1.09232,0.89359,0.58469,0.68064,0.48663,1.02323,0.73649,1.05129,0.000841507,0.000841507,0.000841507
152,389.024,1.11858,0.85252,1.10948,0.82384,0.61103,0.68375,0.49119,1.00699,0.75621,1.03997,0.000841057,0.000841057,0.000841057
153,391.539,1.11583,0.84162,1.09581,0.83899,0.59899,0.68414,0.49246,1.01706,0.74906,1.04672,0.000840607,0.000840607,0.000840607
154,394.127,1.12329,0.86195,1.07023,0.84399,0.59979,0.68333,0.47913,1.07821,0.78197,1.06264,0.000840157,0.000840157,0.000840157
155,396.622,1.15249,0.87515,1.06862,0.83656,0.6035,0.68503,0.49397,1.01126,0.76498,1.04083,0.000839707,0.000839707,0.000839707
156,399.163,1.1669,0.87831,1.10555,0.8006,0.59959,0.67118,0.48083,1.0035,0.77709,1.03573,0.000839257,0.000839257,0.000839257
157,401.653,1.15549,0.88215,1.08271,0.84508,0.61488,0.68627,0.48638,1.0598,0.7465,1.05971,0.000838807,0.000838807,0.000838807
158,404.179,1.19454,0.89686,1.1126,0.8683,0.62405,0.7008,0.5051,0.99441,0.74618,1.03652,0.000838357,0.000838357,0.000838357
159,406.73,1.17002,0.86256,1.11134,0.89191,0.58992,0.68829,0.48584,1.02562,0.74504,1.04997,0.000837907,0.000837907,0.000837907
160,409.298,1.11234,0.85684,1.10856,0.82523,0.62525,0.6929,0.48997,1.04472,0.76574,1.05652,0.000837457,0.000837457,0.000837457
161,411.775,1.17721,0.90007,1.09958,0.83489,0.62253,0.68596,0.49256,0.99989,0.72037,1.04857,0.000837007,0.000837007,0.000837007
162,414.407,1.1222,0.85506,1.07611,0.88406,0.61633,0.69907,0.50319,0.99129,0.70611,1.03405,0.000836557,0.000836557,0.000836557
163,416.952,1.14936,0.84065,1.06708,0.86694,0.62741,0.70258,0.5058,0.99364,0.72963,1.0323,0.000836107,0.000836107,0.000836107
164,419.434,1.15303,0.83667,1.10973,0.85447,0.63472,0.69894,0.50474,0.98711,0.71163,1.02391,0.000835657,0.000835657,0.000835657
165,421.947,1.10481,0.81437,1.08983,0.88278,0.63414,0.70917,0.49632,1.02645,0.72589,1.04247,0.000835207,0.000835207,0.000835207
166,424.5,1.13888,0.8478,1.09985,0.88325,0.61105,0.70156,0.50205,1.00185,0.70144,1.03274,0.000834757,0.000834757,0.000834757
167,427.041,1.13982,0.82657,1.07389,0.90104,0.61477,0.70313,0.49259,1.0055,0.7413,1.03553,0.000834307,0.000834307,0.000834307
168,429.587,1.12712,0.82635,1.0911,0.89063,0.61192,0.69701,0.49706,1.01537,0.70929,1.04499,0.000833858,0.000833858,0.000833858
169,432.132,1.14057,0.84147,1.08364,0.88679,0.61837,0.6949,0.4949,0.99145,0.72387,1.03245,0.000833408,0.000833408,0.000833408
170,434.742,1.12105,0.80682,1.10137,0.88511,0.63561,0.71122,0.50785,1.02347,0.72124,1.03948,0.000832958,0.000832958,0.000832958
171,437.302,1.1448,0.81944,1.10813,0.80603,0.63258,0.69021,0.49097,1.02747,0.73803,1.04078,0.000832508,0.000832508,0.000832508
172,439.895,1.12105,0.842,1.07773,0.86631,0.61192,0.69385,0.5063,0.98682,0.70116,1.02621,0.000832058,0.000832058,0.000832058
173,442.496,1.14851,0.84948,1.07464,0.84967,0.62331,0.69273,0.50949,0.98118,0.69173,1.03431,0.000831608,0.000831608,0.000831608
174,445.057,1.11673,0.82183,1.06034,0.85301,0.62932,0.70409,0.51003,0.98651,0.72477,1.02086,0.000831158,0.000831158,0.000831158
175,447.514,1.06582,0.78339,1.05523,0.87014,0.63053,0.70984,0.51327,0.96958,0.7054,1.01366,0.000830708,0.000830708,0.000830708
176,450.03,1.14814,0.8386,1.08273,0.91215,0.61615,0.71181,0.52011,0.9666,0.68489,1.01589,0.000830258,0.000830258,0.000830258
177,452.61,1.09926,0.81069,1.06985,0.85703,0.62532,0.70403,0.5033,0.99266,0.70128,1.02615,0.000829808,0.000829808,0.000829808
178,455.203,1.07504,0.80062,1.06323,0.87896,0.62205,0.70444,0.51395,0.95599,0.68064,1.00554,0.000829358,0.000829358,0.000829358
179,457.673,1.1133,0.81172,1.06691,0.87214,0.63138,0.7036,0.51475,0.97033,0.69613,1.00848,0.000828908,0.000828908,0.000828908
180,460.187,1.06863,0.79122,1.06279,0.89127,0.6238,0.70409,0.51009,0.97871,0.71464,1.01047,0.000828458,0.000828458,0.000828458
181,462.743,1.07626,0.78637,1.0285,0.82568,0.6345,0.71097,0.50868,0.99643,0.68942,1.02744,0.000828008,0.000828008,0.000828008
182,465.241,1.03353,0.76652,1.01956,0.87444,0.61625,0.69972,0.5201,0.94312,0.6759,1.00757,0.000827558,0.000827558,0.000827558
183,467.724,1.12065,0.82326,1.0567,0.88741,0.61282,0.7109,0.51916,0.95434,0.68524,1.00659,0.000827108,0.000827108,0.000827108
184,470.34,1.06675,0.78947,1.05398,0.87272,0.62756,0.70939,0.52432,0.93339,0.66953,0.99859,0.000826658,0.000826658,0.000826658
185,472.86,1.08914,0.79437,1.05658,0.91185,0.62051,0.71638,0.52169,0.94987,0.69289,1.00556,0.000826208,0.000826208,0.000826208
186,475.342,1.06473,0.79265,1.04549,0.91417,0.60035,0.71029,0.53005,0.929,0.67735,0.99869,0.000825758,0.000825758,0.000825758
