epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,467.632,1.09932,0.80809,1.0671,0.8073,0.63059,0.68321,0.50244,0.95563,0.76008,1.01004,0.000748816,0.000748816,0.000748816
180,470.174,1.0548,0.7998,1.06361,0.80881,0.65173,0.72049,0.5218,0.95987,0.6846,1.01301,0.000747916,0.000747916,0.000747916
181,472.864,1.09558,0.79264,1.03532,0.81003,0.63033,0.69832,0.48996,1.05418,0.71139,1.04658,0.000747016,0.000747016,0.000747016
182,475.479,1.04425,0.79555,1.02144,0.84022,0.65647,0.72462,0.51902,0.95737,0.68093,1.0068,0.000746116,0.000746116,0.000746116
183,478.032,1.12046,0.83448,1.05952,0.85123,0.65491,0.72931,0.51872,0.9634,0.71119,1.00805,0.000745216,0.000745216,0.000745216
184,480.607,1.06695,0.79865,1.05044,0.8567,0.6599,0.73047,0.52166,0.95284,0.66803,1.00667,0.000744316,0.000744316,0.000744316
185,483.214,1.10152,0.80506,1.05638,0.84797,0.66108,0.73051,0.52656,0.93757,0.68232,0.99679,0.000743417,0.000743417,0.000743417
186,485.765,1.06813,0.79624,1.04921,0.81993,0.65864,0.72328,0.52424,0.93528,0.68758,0.99469,0.000742517,0.000742517,0.000742517
187,488.33,1.11873,0.84056,1.08092,0.83225,0.65656,0.72875,0.52222,0.96505,0.72349,1.01146,0.000741617,0.000741617,0.000741617
188,490.886,1.07425,0.79261,1.05656,0.83527,0.65044,0.72225,0.52469,0.95171,0.68918,0.99542,0.000740717,0.000740717,0.000740717
189,493.429,1.08671,0.78911,1.07112,0.83372,0.66953,0.73496,0.52569,0.95904,0.66825,1.00512,0.000739817,0.000739817,0.000739817
190,496.008,1.09835,0.81764,1.04743,0.86992,0.66246,0.74298,0.53552,0.93203,0.65585,0.99628,0.000738917,0.000738917,0.000738917
191,498.566,1.05576,0.77777,1.02677,0.87912,0.66395,0.7413,0.53917,0.93452,0.66486,0.99908,0.000738017,0.000738017,0.000738017
192,501.241,1.08457,0.78941,1.06343,0.85524,0.65671,0.72992,0.52657,0.95491,0.67629,1.00077,0.000737117,0.000737117,0.000737117
193,503.821,1.07959,0.77678,1.05274,0.87351,0.64843,0.72486,0.5282,0.94434,0.64827,0.99852,0.000736217,0.000736217,0.000736217
194,506.359,1.06089,0.75008,1.03512,0.87805,0.63276,0.71984,0.52091,0.95774,0.68626,0.99989,0.000735317,0.000735317,0.000735317
195,508.901,1.09584,0.79769,1.07155,0.87812,0.64919,0.73187,0.53966,0.93917,0.64379,0.99335,0.000734417,0.000734417,0.000734417
196,511.496,1.08104,0.78619,1.05315,0.83459,0.64894,0.7197,0.51408,0.95439,0.71134,1.00312,0.000733518,0.000733518,0.000733518
197,514.143,1.07997,0.78661,1.04637,0.85181,0.68399,0.74394,0.53758,0.93289,0.66505,0.99147,0.000732618,0.000732618,0.000732618
198,516.712,1.05072,0.75169,1.04061,0.8667,0.64665,0.73917,0.53301,0.92874,0.66889,0.99005,0.000731718,0.000731718,0.000731718
199,519.257,1.04626,0.76943,1.04395,0.87252,0.65896,0.73593,0.53188,0.92259,0.66244,0.98435,0.000730818,0.000730818,0.000730818
200,521.875,1.04426,0.75863,1.05173,0.88242,0.64646,0.73773,0.54113,0.89658,0.65453,0.982,0.000729918,0.000729918,0.000729918
201,524.416,1.04605,0.75685,1.04448,0.86113,0.66457,0.73499,0.53894,0.91661,0.65275,0.98366,0.000729018,0.000729018,0.000729018
202,526.997,1.08153,0.78231,1.05058,0.84212,0.65804,0.73279,0.5353,0.92201,0.65481,0.99414,0.000728118,0.000728118,0.000728118
203,529.572,1.06473,0.78628,1.0798,0.86121,0.66218,0.73522,0.53223,0.92864,0.65269,0.99325,0.000727218,0.000727218,0.000727218
204,532.107,1.06531,0.77123,1.04638,0.8655,0.66796,0.7501,0.54505,0.89611,0.63443,0.9799,0.000726318,0.000726318,0.000726318
205,534.686,1.07204,0.77638,1.04928,0.86722,0.66793,0.73885,0.53775,0.90843,0.67091,0.97786,0.000725418,0.000725418,0.000725418
206,537.233,1.08409,0.76169,1.04235,0.89554,0.65978,0.73747,0.53076,0.95427,0.68699,0.99835,0.000724518,0.000724518,0.000724518
207,539.782,1.07681,0.78352,1.06803,0.88579,0.6585,0.73995,0.52621,0.97364,0.67049,1.0024,0.000723619,0.000723619,0.000723619
208,542.354,1.08654,0.78335,1.03498,0.87028,0.681,0.74602,0.5466,0.90276,0.6295,0.98084,0.000722719,0.000722719,0.000722719
209,544.922,1.07426,0.76269,1.02102,0.88957,0.64926,0.74404,0.53554,0.9168,0.6447,0.98334,0.000721819,0.000721819,0.000721819
210,547.523,1.03098,0.76435,1.03546,0.85673,0.65982,0.74169,0.53939,0.90905,0.64659,0.97438,0.000720919,0.000720919,0.000720919
211,550.086,1.08002,0.76254,1.05465,0.87298,0.65207,0.74129,0.53693,0.89908,0.66397,0.97424,0.000720019,0.000720019,0.000720019
212,552.655,1.04027,0.75378,1.04135,0.87974,0.65953,0.73382,0.53772,0.91653,0.64232,0.9868,0.000719119,0.000719119,0.000719119
213,555.353,1.06228,0.76949,1.05581,0.87732,0.65204,0.73749,0.54188,0.91368,0.6662,0.9805,0.000718219,0.000718219,0.000718219
214,557.952,1.07461,0.74846,1.03239,0.86928,0.67175,0.74235,0.53854,0.91499,0.6306,0.99355,0.000717319,0.000717319,0.000717319
215,560.469,1.07054,0.78927,1.03722,0.83897,0.67939,0.74618,0.53309,0.93627,0.62752,0.98228,0.000716419,0.000716419,0.000716419
216,563.07,1.03262,0.75674,1.03181,0.9091,0.66094,0.7589,0.55314,0.89443,0.62033,0.97583,0.000715519,0.000715519,0.000715519
217,565.659,1.02797,0.72916,1.03008,0.88535,0.65267,0.74584,0.54706,0.89337,0.63204,0.97099,0.000714619,0.000714619,0.000714619
218,568.193,1.04979,0.73139,1.03588,0.89788,0.65568,0.74347,0.54364,0.91256,0.63598,0.9799,0.00071372,0.00071372,0.00071372
219,570.741,1.04811,0.7451,1.04017,0.88453,0.66803,0.74682,0.55158,0.90396,0.62683,0.97774,0.00071282,0.00071282,0.00071282
220,573.289,1.04441,0.73619,1.01598,0.88274,0.6925,0.75852,0.55062,0.89036,0.62314,0.97212,0.00071192,0.00071192,0.00071192
221,575.847,1.01753,0.72189,1.03444,0.82538,0.69261,0.74569,0.55322,0.88678,0.61948,0.97186,0.00071102,0.00071102,0.00071102
222,578.368,0.99798,0.70933,1.03947,0.89474,0.6818,0.75172,0.56276,0.86334,0.60043,0.96284,0.00071012,0.00071012,0.00071012
223,580.936,1.038,0.73518,1.0312,0.89654,0.67412,0.75354,0.55136,0.91667,0.62622,0.97921,0.00070922,0.00070922,0.00070922
224,583.627,0.99271,0.69449,1.04505,0.89241,0.66581,0.75037,0.55012,0.86228,0.64139,0.96708,0.00070832,0.00070832,0.00070832
225,586.162,1.02777,0.71367,1.0323,0.88696,0.69262,0.76373,0.55734,0.87793,0.61691,0.98528,0.00070742,0.00070742,0.00070742
226,588.731,1.01785,0.719,1.03097,0.87194,0.68783,0.75924,0.54727,0.89639,0.62519,0.98241,0.00070652,0.00070652,0.00070652
227,591.352,1.02461,0.71684,1.04094,0.8955,0.66411,0.76186,0.55783,0.87109,0.59395,0.96657,0.00070562,0.00070562,0.00070562
228,593.949,1.01435,0.72844,1.021,0.87692,0.68525,0.75835,0.55762,0.8749,0.61013,0.96527,0.00070472,0.00070472,0.00070472
229,596.52,0.99407,0.71986,1.01754,0.86855,0.7011,0.76529,0.55881,0.87573,0.60936,0.96668,0.000703821,0.000703821,0.000703821
230,599.24,1.11917,0.76378,1.04504,0.90581,0.66815,0.75601,0.55331,0.88428,0.61457,0.9686,0.000702921,0.000702921,0.000702921
231,601.781,1.05424,0.73794,1.0627,0.91459,0.68343,0.76514,0.54255,0.92814,0.61382,0.98016,0.000702021,0.000702021,0.000702021
232,604.417,1.05411,0.74732,1.01896,0.87801,0.68346,0.76376,0.55615,0.89114,0.61968,0.97154,0.000701121,0.000701121,0.000701121
233,606.938,1.02151,0.73419,1.0348,0.84914,0.68037,0.75833,0.55407,0.86677,0.63423,0.95484,0.000700221,0.000700221,0.000700221
234,609.541,1.03089,0.72638,1.02366,0.85257,0.69819,0.76348,0.55458,0.86864,0.60684,0.95968,0.000699321,0.000699321,0.000699321
235,612.128,1.05606,0.73534,1.04324,0.8322,0.70197,0.75167,0.54632,0.87761,0.62954,0.96144,0.000698421,0.000698421,0.000698421
236,614.683,1.0118,0.72577,1.03965,0.86567,0.69301,0.75292,0.55214,0.86959,0.60257,0.96174,0.000697521,0.000697521,0.000697521
237,617.259,1.05873,0.71841,1.03654,0.8824,0.67534,0.75029,0.5461,0.88294,0.60129,0.96909,0.000696621,0.000696621,0.000696621
238,619.844,1.01595,0.72025,1.01541,0.89288,0.70034,0.76871,0.56255,0.87605,0.59974,0.97111,0.000695721,0.000695721,0.000695721
239,622.357,0.99589,0.70668,1.01997,0.86677,0.70452,0.75977,0.54965,0.88194,0.6072,0.95987,0.000694821,0.000694821,0.000694821
240,624.89,1.03792,0.72486,1.01533,0.892,0.69091,0.76712,0.55205,0.87266,0.5881,0.96308,0.000693922,0.000693922,0.000693922
241,627.447,1.04689,0.74234,1.05112,0.86444,0.69311,0.7673,0.55061,0.92083,0.60329,0.97507,0.000693022,0.000693022,0.000693022
242,630.065,1.04467,0.71673,1.01184,0.87293,0.68704,0.76596,0.56055,0.87447,0.60795,0.95357,0.000692122,0.000692122,0.000692122
243,632.644,1.00766,0.70492,1.01294,0.88111,0.68896,0.7665,0.57236,0.84538,0.58009,0.9546,0.000691222,0.000691222,0.000691222
244,635.271,0.99206,0.70363,1.03274,0.87524,0.71374,0.77037,0.57121,0.86855,0.60561,0.96246,0.000690322,0.000690322,0.000690322
245,637.915,1.0252,0.71304,1.0344,0.8526,0.7045,0.76157,0.56336,0.87021,0.61735,0.96051,0.000689422,0.000689422,0.000689422
246,640.48,1.03132,0.72622,1.03322,0.90181,0.67277,0.75498,0.56062,0.87854,0.61086,0.95707,0.000688522,0.000688522,0.000688522
247,643.164,1.01732,0.69695,1.01146,0.904,0.68002,0.76686,0.55949,0.86669,0.58391,0.95893,0.000687622,0.000687622,0.000687622
248,645.74,1.04981,0.73867,1.01897,0.89851,0.7054,0.77336,0.56288,0.8763,0.58019,0.96021,0.000686722,0.000686722,0.000686722
249,648.326,0.994,0.70749,1.01588,0.86278,0.70235,0.77116,0.56575,0.85775,0.58497,0.95521,0.000685822,0.000685822,0.000685822
250,650.919,0.97406,0.69705,1.03194,0.88026,0.69409,0.76799,0.56878,0.8448,0.59268,0.95141,0.000684922,0.000684922,0.000684922
251,653.465,1.01323,0.69709,1.02687,0.8769,0.69554,0.76961,0.57332,0.84069,0.57797,0.95645,0.000684022,0.000684022,0.000684022
252,656.067,1.00938,0.71213,1.03102,0.86692,0.70428,0.77371,0.57892,0.82716,0.56168,0.95078,0.000683123,0.000683123,0.000683123
253,658.618,0.96312,0.68317,0.99302,0.9054,0.69263,0.76694,0.56858,0.84857,0.58542,0.95134,0.000682223,0.000682223,0.000682223
254,661.131,0.97445,0.69605,1.01944,0.8759,0.68412,0.75238,0.56345,0.83244,0.59008,0.94731,0.000681323,0.000681323,0.000681323
255,663.75,1.03497,0.71829,1.02696,0.85637,0.68315,0.76169,0.55504,0.8778,0.61455,0.96073,0.000680423,0.000680423,0.000680423
256,666.384,0.98638,0.66928,1.01116,0.86826,0.69507,0.76944,0.57479,0.82896,0.57923,0.94731,0.000679523,0.000679523,0.000679523
257,668.924,0.98184,0.71976,1.01598,0.91649,0.69173,0.77624,0.56793,0.84833,0.5923,0.94799,0.000678623,0.000678623,0.000678623
258,671.471,0.99076,0.72602,1.01525,0.87942,0.71523,0.77791,0.5748,0.82964,0.59293,0.9405,0.000677723,0.000677723,0.000677723
259,674.076,0.94342,0.68276,1.01486,0.89011,0.7003,0.77542,0.57548,0.83051,0.57872,0.94597,0.000676823,0.000676823,0.000676823
260,676.694,0.98671,0.6869,1.00187,0.89169,0.68828,0.77479,0.56984,0.85921,0.59112,0.95573,0.000675923,0.000675923,0.000675923
261,679.208,1.02519,0.70952,1.03296,0.86045,0.70497,0.77649,0.57462,0.83885,0.58796,0.94876,0.000675023,0.000675023,0.000675023
262,681.935,1.01288,0.69069,1.01311,0.91187,0.68315,0.77585,0.56972,0.83654,0.58105,0.94784,0.000674123,0.000674123,0.000674123
263,684.573,0.98502,0.69349,1.0014,0.88709,0.70184,0.77829,0.56793,0.84046,0.58349,0.95169,0.000673224,0.000673224,0.000673224
264,687.142,1.00562,0.70552,1.0111,0.86515,0.7056,0.77325,0.57787,0.82304,0.57006,0.94584,0.000672324,0.000672324,0.000672324
265,689.657,0.97868,0.68527,1.01574,0.88195,0.69401,0.76419,0.57321,0.83174,0.58772,0.94924,0.000671424,0.000671424,0.000671424
266,692.238,1.02936,0.71653,1.04113,0.8847,0.68136,0.76227,0.56654,0.84744,0.59521,0.95016,0.000670524,0.000670524,0.000670524
267,694.787,0.97715,0.69536,1.01177,0.88094,0.70461,0.76827,0.57369,0.82091,0.57781,0.94109,0.000669624,0.000669624,0.000669624
268,697.388,1.04247,0.71544,1.05035,0.84748,0.72049,0.7726,0.57619,0.83097,0.57093,0.9413,0.000668724,0.000668724,0.000668724
269,699.975,0.97263,0.67161,1.02152,0.86636,0.72831,0.77732,0.58873,0.80948,0.56138,0.93847,0.000667824,0.000667824,0.000667824
270,702.559,0.94444,0.66557,1.0127,0.87267,0.71816,0.77843,0.58463,0.81667,0.56952,0.94252,0.000666924,0.000666924,0.000666924
271,705.106,0.99742,0.68419,1.01536,0.84899,0.73341,0.78137,0.5835,0.82146,0.5606,0.94737,0.000666024,0.000666024,0.000666024
272,707.702,0.95717,0.65049,0.99278,0.84665,0.73642,0.78728,0.58933,0.81858,0.55644,0.94342,0.000665124,0.000665124,0.000665124
273,710.327,0.96308,0.6764,1.00205,0.90896,0.7006,0.78532,0.59019,0.80603,0.55333,0.93513,0.000664224,0.000664224,0.000664224
274,712.897,0.94803,0.66439,0.98779,0.88961,0.70963,0.78847,0.59447,0.81913,0.55285,0.94492,0.000663325,0.000663325,0.000663325
275,715.438,0.96949,0.66722,1.0062,0.83736,0.7333,0.7763,0.58599,0.82559,0.5618,0.94189,0.000662425,0.000662425,0.000662425
276,718.009,1.00579,0.70394,1.00154,0.90521,0.69332,0.76775,0.58037,0.83759,0.56951,0.94664,0.000661525,0.000661525,0.000661525
277,720.616,0.96728,0.66255,0.98689,0.89651,0.71615,0.78255,0.58178,0.83312,0.56338,0.94352,0.000660625,0.000660625,0.000660625
278,723.278,0.98619,0.68172,0.99947,0.91151,0.69791,0.77885,0.58969,0.80591,0.55626,0.93833,0.000659725,0.000659725,0.000659725
279,725.84,0.96413,0.67913,1.01108,0.90305,0.70328,0.78303,0.59314,0.80512,0.53847,0.93873,0.000658825,0.000658825,0.000658825
280,728.494,0.96325,0.66101,1.00699,0.89162,0.71965,0.78243,0.58806,0.80897,0.55195,0.94004,0.000657925,0.000657925,0.000657925
281,731.065,0.95533,0.66423,1.0011,0.90653,0.70444,0.78089,0.58976,0.80045,0.54651,0.93262,0.000657025,0.000657025,0.000657025
282,733.602,0.95886,0.66819,1.01297,0.88929,0.71555,0.78595,0.58859,0.81959,0.54831,0.94535,0.000656125,0.000656125,0.000656125
283,736.255,0.97398,0.68412,1.00439,0.88622,0.70681,0.77596,0.57726,0.82288,0.55565,0.94009,0.000655225,0.000655225,0.000655225
284,738.843,0.96001,0.66194,0.98522,0.90405,0.70797,0.79143,0.59212,0.80105,0.54762,0.93771,0.000654325,0.000654325,0.000654325
285,741.419,0.97964,0.68336,1.01208,0.88277,0.71181,0.78691,0.58197,0.80238,0.56685,0.93316,0.000653426,0.000653426,0.000653426
286,743.982,0.96988,0.68073,1.00561,0.87916,0.72646,0.78447,0.58814,0.80653,0.54793,0.93414,0.000652526,0.000652526,0.000652526
287,746.609,0.94125,0.65664,0.99111,0.87188,0.72626,0.78422,0.58376,0.80809,0.5524,0.92893,0.000651626,0.000651626,0.000651626
288,749.213,0.95633,0.65375,0.98934,0.82044,0.74328,0.77405,0.57717,0.80238,0.56532,0.9285,0.000650726,0.000650726,0.000650726
289,751.775,0.97556,0.67996,0.99772,0.90077,0.71435,0.78987,0.58544,0.82145,0.56576,0.93075,0.000649826,0.000649826,0.000649826
290,754.337,0.96335,0.65359,0.97425,0.87632,0.72652,0.78955,0.5906,0.81304,0.55686,0.93503,0.000648926,0.000648926,0.000648926
291,756.963,0.91433,0.61738,0.9788,0.8944,0.71859,0.79236,0.59595,0.80598,0.54137,0.92611,0.000648026,0.000648026,0.000648026
292,759.538,0.94269,0.64793,0.97222,0.8912,0.73981,0.80075,0.59728,0.79386,0.52795,0.92172,0.000647126,0.000647126,0.000647126
293,762.073,0.95296,0.65499,0.99179,0.91005,0.72071,0.79516,0.60012,0.78792,0.53642,0.92599,0.000646226,0.000646226,0.000646226
294,764.64,0.96434,0.64797,0.99497,0.90196,0.70489,0.77978,0.59269,0.80721,0.55337,0.93121,0.000645326,0.000645326,0.000645326
295,767.332,0.93496,0.63946,0.98796,0.8859,0.72605,0.79145,0.60583,0.77503,0.53914,0.92262,0.000644426,0.000644426,0.000644426
296,769.936,0.95937,0.65336,0.98516,0.86951,0.71957,0.78702,0.59541,0.81199,0.56108,0.93389,0.000643527,0.000643527,0.000643527
297,772.546,0.963,0.64063,0.9878,0.90854,0.72881,0.79365,0.59567,0.8034,0.54665,0.92877,0.000642627,0.000642627,0.000642627
298,775.191,0.914,0.62766,0.98347,0.88923,0.73556,0.79773,0.60029,0.79561,0.53217,0.92864,0.000641727,0.000641727,0.000641727
299,777.764,0.91199,0.62801,0.98236,0.87606,0.73814,0.79269,0.59981,0.78856,0.53768,0.92597,0.000640827,0.000640827,0.000640827
300,780.359,0.95189,0.63823,0.97806,0.89262,0.7305,0.79601,0.60565,0.77286,0.53045,0.91842,0.000639927,0.000639927,0.000639927
301,782.966,0.94477,0.65132,0.97795,0.88227,0.73258,0.79865,0.60769,0.75284,0.5249,0.91692,0.000639027,0.000639027,0.000639027
302,785.566,0.90958,0.64957,0.98743,0.87418,0.73214,0.785,0.59661,0.77111,0.53915,0.91532,0.000638127,0.000638127,0.000638127
303,788.074,0.92224,0.63048,0.97998,0.89169,0.71264,0.78249,0.59815,0.76765,0.54219,0.91825,0.000637227,0.000637227,0.000637227
304,790.639,0.92185,0.6572,1.00197,0.86703,0.7331,0.78807,0.59602,0.782,0.54068,0.92048,0.000636327,0.000636327,0.000636327
305,793.234,0.94561,0.64585,0.98566,0.8808,0.73765,0.78999,0.60371,0.77506,0.5377,0.91778,0.000635427,0.000635427,0.000635427
306,795.785,0.92138,0.63446,0.97565,0.89424,0.6971,0.76874,0.59121,0.79393,0.55635,0.92434,0.000634527,0.000634527,0.000634527
307,798.358,0.9581,0.65261,0.98488,0.90898,0.71644,0.78735,0.5883,0.81551,0.55288,0.92805,0.000633628,0.000633628,0.000633628
308,800.931,0.92739,0.63368,1.00484,0.90539,0.73759,0.79826,0.60472,0.7682,0.51994,0.91693,0.000632728,0.000632728,0.000632728
309,803.489,0.94032,0.63878,0.99511,0.8813,0.73204,0.7967,0.60357,0.77815,0.52855,0.92118,0.000631828,0.000631828,0.000631828
310,806.029,0.93966,0.63492,0.97022,0.89821,0.70932,0.7845,0.59648,0.78385,0.55713,0.92225,0.000630928,0.000630928,0.000630928
311,808.569,0.92075,0.62111,0.96867,0.91312,0.72202,0.79198,0.6022,0.78197,0.53918,0.92007,0.000630028,0.000630028,0.000630028
312,811.309,0.89588,0.61689,0.9884,0.8957,0.70674,0.79395,0.60099,0.77972,0.53266,0.91921,0.000629128,0.000629128,0.000629128
313,813.836,0.899,0.62561,0.97405,0.90884,0.72277,0.79713,0.59836,0.77232,0.52444,0.91188,0.000628228,0.000628228,0.000628228
314,816.354,0.94066,0.64125,0.98701,0.88892,0.74322,0.79396,0.60614,0.77718,0.52537,0.92166,0.000627328,0.000627328,0.000627328
315,818.98,0.97865,0.65544,0.9957,0.89264,0.73279,0.7978,0.60512,0.77382,0.51734,0.92089,0.000626428,0.000626428,0.000626428
316,821.598,0.93622,0.63372,0.98263,0.90795,0.71899,0.79949,0.6061,0.77203,0.51944,0.91614,0.000625528,0.000625528,0.000625528
317,824.156,0.97425,0.63912,0.97783,0.92471,0.71019,0.79203,0.59445,0.77192,0.52542,0.91349,0.000624628,0.000624628,0.000624628
318,826.723,0.89189,0.61762,0.97535,0.90886,0.72794,0.80581,0.6053,0.78424,0.52282,0.91748,0.000623729,0.000623729,0.000623729
319,829.322,0.93098,0.6256,0.97349,0.93457,0.68397,0.78906,0.60283,0.79205,0.5338,0.9178,0.000622829,0.000622829,0.000622829
320,831.845,0.96291,0.64403,0.99832,0.87972,0.72511,0.79368,0.59845,0.77674,0.54407,0.91215,0.000621929,0.000621929,0.000621929
321,834.365,0.92013,0.63156,0.98298,0.92189,0.71184,0.79917,0.60439,0.77191,0.51936,0.91832,0.000621029,0.000621029,0.000621029
322,836.954,0.86761,0.60745,0.97018,0.87114,0.72676,0.79413,0.60217,0.78239,0.52412,0.9186,0.000620129,0.000620129,0.000620129
323,839.569,0.93465,0.63146,0.99382,0.91828,0.68986,0.78952,0.602,0.78328,0.52841,0.92101,0.000619229,0.000619229,0.000619229
324,842.186,0.92422,0.62919,0.99275,0.88394,0.73269,0.79708,0.61539,0.75977,0.51661,0.90897,0.000618329,0.000618329,0.000618329
325,844.732,0.90875,0.6131,0.9771,0.90027,0.7179,0.79338,0.61099,0.77055,0.53114,0.90914,0.000617429,0.000617429,0.000617429
326,847.275,0.92483,0.62964,0.98869,0.91016,0.7088,0.78512,0.59792,0.77278,0.54431,0.91366,0.000616529,0.000616529,0.000616529
327,849.866,0.92801,0.61232,0.99458,0.89382,0.71957,0.7917,0.61467,0.75805,0.52038,0.91359,0.000615629,0.000615629,0.000615629
328,852.532,0.91236,0.61324,0.9849,0.90638,0.7145,0.79625,0.61162,0.77727,0.51961,0.92021,0.000614729,0.000614729,0.000614729
329,855.177,0.90249,0.59916,0.97725,0.89486,0.72384,0.80014,0.60813,0.76067,0.5097,0.91339,0.00061383,0.00061383,0.00061383
330,857.709,0.8907,0.62309,0.95721,0.89815,0.72663,0.79406,0.60375,0.77651,0.51394,0.91586,0.00061293,0.00061293,0.00061293
331,860.232,0.91064,0.62171,0.95619,0.85687,0.73504,0.79601,0.60492,0.77831,0.52123,0.91464,0.00061203,0.00061203,0.00061203
332,862.905,0.90708,0.62075,0.98019,0.87193,0.74249,0.79744,0.61823,0.73512,0.51176,0.90533,0.00061113,0.00061113,0.00061113
333,865.461,0.87718,0.60552,0.97031,0.91696,0.71743,0.79732,0.60921,0.75082,0.52227,0.91063,0.00061023,0.00061023,0.00061023
334,868.014,0.9354,0.63464,0.98074,0.87739,0.7434,0.79598,0.59946,0.80216,0.53069,0.92485,0.00060933,0.00060933,0.00060933
335,870.56,0.92574,0.62213,0.97576,0.90022,0.72436,0.79401,0.60791,0.75264,0.51767,0.90865,0.00060843,0.00060843,0.00060843
336,873.209,0.90945,0.62922,0.99386,0.87614,0.74768,0.79745,0.61344,0.74168,0.52125,0.9018,0.00060753,0.00060753,0.00060753
337,875.883,0.90332,0.5992,0.98111,0.88136,0.75451,0.80607,0.61407,0.75459,0.51668,0.90482,0.00060663,0.00060663,0.00060663
338,878.375,0.92876,0.6216,0.96934,0.89908,0.74366,0.80467,0.61316,0.75236,0.50578,0.90761,0.00060573,0.00060573,0.00060573
339,880.876,0.9155,0.61876,0.98775,0.91837,0.7338,0.80606,0.61601,0.74396,0.51437,0.90392,0.00060483,0.00060483,0.00060483
340,883.535,0.91347,0.61696,0.98704,0.91655,0.71489,0.79158,0.61684,0.73226,0.51951,0.90612,0.000603931,0.000603931,0.000603931
341,886.061,0.87553,0.59197,0.97104,0.90662,0.72236,0.79672,0.60696,0.74715,0.51668,0.90567,0.000603031,0.000603031,0.000603031
342,888.622,0.87451,0.59656,0.95996,0.90502,0.71858,0.79302,0.6096,0.74722,0.51438,0.90433,0.000602131,0.000602131,0.000602131
343,891.298,0.94592,0.62575,0.97255,0.89688,0.74133,0.79972,0.61584,0.74956,0.51144,0.90475,0.000601231,0.000601231,0.000601231
344,893.922,0.86028,0.59777,0.95759,0.88185,0.75619,0.80203,0.62709,0.73522,0.49233,0.90062,0.000600331,0.000600331,0.000600331
345,896.46,0.88181,0.59606,0.95079,0.87813,0.76895,0.81248,0.62682,0.72979,0.49393,0.89862,0.000599431,0.000599431,0.000599431
346,899.048,0.86789,0.58171,0.97074,0.89951,0.74529,0.80715,0.61478,0.75291,0.50537,0.90457,0.000598531,0.000598531,0.000598531
347,901.604,0.88453,0.59774,0.9518,0.92179,0.73401,0.80444,0.61535,0.74738,0.51013,0.89839,0.000597631,0.000597631,0.000597631
348,904.182,0.90258,0.60747,0.97217,0.89069,0.75369,0.81125,0.62589,0.72926,0.49042,0.89807,0.000596731,0.000596731,0.000596731
349,906.693,0.86866,0.59174,0.9665,0.89967,0.74363,0.814,0.62516,0.72484,0.48833,0.89916,0.000595831,0.000595831,0.000595831
350,909.284,0.89608,0.60668,0.97736,0.90618,0.75102,0.8112,0.62263,0.74421,0.49933,0.90811,0.000594931,0.000594931,0.000594931
351,911.882,0.90095,0.61818,0.97787,0.90184,0.74172,0.81293,0.61098,0.74974,0.49985,0.90924,0.000594031,0.000594031,0.000594031
352,914.459,0.93208,0.61296,0.96132,0.92064,0.72535,0.80204,0.61434,0.7491,0.51343,0.90587,0.000593132,0.000593132,0.000593132
353,917.062,0.9105,0.61853,0.95429,0.89684,0.73626,0.8043,0.61016,0.76478,0.5202,0.90699,0.000592232,0.000592232,0.000592232
354,919.642,0.86322,0.57831,0.98539,0.9276,0.73304,0.81317,0.62011,0.7524,0.49701,0.90193,0.000591332,0.000591332,0.000591332
355,922.232,0.8827,0.59623,0.95591,0.91399,0.74674,0.81315,0.62746,0.72374,0.48449,0.89884,0.000590432,0.000590432,0.000590432
356,924.783,0.90977,0.59884,0.9695,0.90089,0.73501,0.8054,0.6173,0.77286,0.50235,0.91519,0.000589532,0.000589532,0.000589532
357,927.338,0.88607,0.5836,0.97041,0.89978,0.75734,0.81455,0.63028,0.72717,0.48923,0.90087,0.000588632,0.000588632,0.000588632
358,930.023,0.90125,0.59559,0.96954,0.9106,0.75222,0.81206,0.63142,0.72642,0.4943,0.89865,0.000587732,0.000587732,0.000587732
359,932.585,0.87145,0.58563,0.9449,0.92502,0.74421,0.8107,0.6223,0.72735,0.49604,0.89623,0.000586832,0.000586832,0.000586832
360,935.192,0.9114,0.62011,0.96072,0.92438,0.74586,0.81348,0.63002,0.72115,0.48717,0.8942,0.000585932,0.000585932,0.000585932
361,937.796,0.91122,0.6192,0.97055,0.90336,0.76928,0.81602,0.62651,0.72018,0.48405,0.89192,0.000585032,0.000585032,0.000585032
362,940.367,0.90058,0.60363,0.95685,0.90421,0.74805,0.81074,0.62645,0.72185,0.49167,0.89449,0.000584132,0.000584132,0.000584132
363,942.872,0.90593,0.60671,0.9686,0.89729,0.75397,0.8121,0.62522,0.71709,0.49253,0.90021,0.000583233,0.000583233,0.000583233
364,945.434,0.9015,0.58952,0.97347,0.88657,0.75138,0.81008,0.62999,0.70366,0.48591,0.89498,0.000582333,0.000582333,0.000582333
365,948.09,0.8926,0.59381,0.96596,0.88855,0.73314,0.80127,0.62216,0.72774,0.48787,0.90269,0.000581433,0.000581433,0.000581433
