epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,59.7701,1.97671,2.15596,1.72216,0.50318,0.32351,0.28472,0.16576,1.83222,1.83939,1.74326,0.000869404,0.000869404,0.000869404
24,62.3343,1.87433,2.01613,1.64011,0.52147,0.31963,0.30659,0.1896,1.77829,1.64196,1.67546,0.000867604,0.000867604,0.000867604
25,64.928,1.83369,1.94561,1.62967,0.60902,0.34081,0.3133,0.18644,1.81508,1.80187,1.68644,0.000865804,0.000865804,0.000865804
26,67.4325,1.83614,2.00635,1.65293,0.64681,0.34427,0.33655,0.20217,1.75638,1.65005,1.64481,0.000864004,0.000864004,0.000864004
27,69.925,1.83158,1.96121,1.62642,0.6285,0.33424,0.34446,0.20715,1.72201,1.62348,1.60549,0.000862205,0.000862205,0.000862205
28,72.4545,1.7965,1.93127,1.57622,0.55471,0.36031,0.34166,0.19711,1.78926,1.71557,1.61916,0.000860405,0.000860405,0.000860405
29,74.9403,1.78216,1.87827,1.60321,0.58021,0.35661,0.34483,0.21451,1.67436,1.68549,1.5338,0.000858605,0.000858605,0.000858605
30,77.4609,1.77637,1.89785,1.61097,0.5641,0.39169,0.36374,0.22433,1.66732,1.63434,1.55735,0.000856805,0.000856805,0.000856805
31,79.9644,1.7468,1.80667,1.56184,0.62988,0.36467,0.36785,0.2307,1.59165,1.49441,1.50629,0.000855005,0.000855005,0.000855005
32,82.4586,1.72242,1.79239,1.52945,0.60392,0.37719,0.38129,0.23446,1.66648,1.53088,1.54755,0.000853206,0.000853206,0.000853206
33,84.9672,1.7363,1.72965,1.54731,0.61308,0.3699,0.3911,0.24549,1.61655,1.53501,1.51816,0.000851406,0.000851406,0.000851406
34,87.5459,1.72194,1.75198,1.52703,0.65654,0.39928,0.3983,0.25151,1.59009,1.51137,1.49126,0.000849606,0.000849606,0.000849606
35,90.0602,1.67159,1.652,1.46214,0.6141,0.40003,0.39878,0.25353,1.51368,1.42653,1.4412,0.000847806,0.000847806,0.000847806
36,92.6024,1.73149,1.74667,1.4737,0.61424,0.41286,0.39735,0.23783,1.63272,1.57227,1.48247,0.000846006,0.000846006,0.000846006
37,95.1211,1.66687,1.71854,1.46614,0.62121,0.38866,0.3979,0.24951,1.56556,1.52952,1.46932,0.000844206,0.000844206,0.000844206
38,97.6055,1.61046,1.55471,1.45288,0.66574,0.41132,0.41736,0.2705,1.49227,1.36872,1.43188,0.000842407,0.000842407,0.000842407
39,100.162,1.6147,1.61209,1.42358,0.66756,0.38815,0.40685,0.24953,1.59357,1.5403,1.46926,0.000840607,0.000840607,0.000840607
40,102.814,1.61808,1.60179,1.44586,0.6449,0.39702,0.39201,0.24989,1.55249,1.55513,1.4529,0.000838807,0.000838807,0.000838807
41,105.316,1.64448,1.6478,1.479,0.63343,0.42932,0.42292,0.27147,1.52323,1.42283,1.42885,0.000837007,0.000837007,0.000837007
42,107.908,1.60464,1.58533,1.4015,0.69111,0.417,0.44597,0.29286,1.47571,1.34796,1.40911,0.000835207,0.000835207,0.000835207
43,110.419,1.5608,1.5163,1.38837,0.73534,0.38898,0.44093,0.28141,1.51247,1.35309,1.42706,0.000833408,0.000833408,0.000833408
44,112.936,1.58386,1.51474,1.42162,0.72275,0.38935,0.44366,0.28713,1.47741,1.40015,1.37958,0.000831608,0.000831608,0.000831608
45,115.438,1.61775,1.55874,1.44437,0.69421,0.44142,0.44112,0.28717,1.47055,1.35109,1.38469,0.000829808,0.000829808,0.000829808
46,117.941,1.56298,1.50141,1.37546,0.6909,0.45771,0.43862,0.28116,1.45212,1.35702,1.38012,0.000828008,0.000828008,0.000828008
47,120.436,1.56807,1.47973,1.39518,0.68461,0.45102,0.45967,0.29934,1.43701,1.27166,1.36397,0.000826208,0.000826208,0.000826208
48,122.969,1.49939,1.47745,1.38083,0.68391,0.4436,0.45674,0.29577,1.43123,1.27187,1.37538,0.000824408,0.000824408,0.000824408
49,125.599,1.61184,1.52053,1.41026,0.76161,0.4097,0.46875,0.29856,1.42805,1.31764,1.35765,0.000822609,0.000822609,0.000822609
50,128.129,1.53537,1.45562,1.37185,0.7538,0.4413,0.47142,0.30882,1.37579,1.24813,1.3305,0.000820809,0.000820809,0.000820809
51,130.631,1.4986,1.44001,1.35991,0.71659,0.46071,0.47936,0.30237,1.49131,1.33894,1.37963,0.000819009,0.000819009,0.000819009
52,133.092,1.4768,1.38072,1.32652,0.70281,0.47277,0.48887,0.32121,1.36998,1.19875,1.31827,0.000817209,0.000817209,0.000817209
53,135.642,1.57324,1.44439,1.38938,0.68022,0.44216,0.47363,0.31221,1.37132,1.28809,1.32334,0.000815409,0.000815409,0.000815409
54,138.115,1.47554,1.40447,1.34281,0.67369,0.43747,0.46715,0.30568,1.40769,1.24535,1.3281,0.00081361,0.00081361,0.00081361
55,140.632,1.54059,1.44537,1.34106,0.7108,0.47744,0.50115,0.33106,1.34299,1.1851,1.29951,0.00081181,0.00081181,0.00081181
56,143.174,1.53533,1.454,1.37841,0.69572,0.4772,0.50766,0.32374,1.39525,1.21954,1.34805,0.00081001,0.00081001,0.00081001
57,145.671,1.49462,1.35882,1.32248,0.68437,0.48378,0.51274,0.33936,1.36495,1.16344,1.31817,0.00080821,0.00080821,0.00080821
58,148.24,1.46256,1.36167,1.34173,0.77537,0.47688,0.52145,0.33964,1.39301,1.19785,1.30861,0.00080641,0.00080641,0.00080641
59,150.786,1.5109,1.38595,1.32465,0.77706,0.46299,0.51835,0.33586,1.3736,1.17092,1.31208,0.00080461,0.00080461,0.00080461
60,153.289,1.51509,1.40637,1.3727,0.76338,0.48909,0.5245,0.33814,1.38843,1.1521,1.31119,0.000802811,0.000802811,0.000802811
61,155.823,1.44051,1.28482,1.30702,0.67913,0.47738,0.51603,0.3355,1.37847,1.18349,1.29382,0.000801011,0.000801011,0.000801011
62,158.356,1.46035,1.30574,1.30697,0.73216,0.49689,0.52814,0.34346,1.37974,1.13279,1.29189,0.000799211,0.000799211,0.000799211
63,160.835,1.49904,1.32558,1.30501,0.76159,0.51191,0.54048,0.34909,1.37463,1.13547,1.2909,0.000797411,0.000797411,0.000797411
64,163.385,1.38761,1.28577,1.28261,0.71856,0.5073,0.53008,0.34949,1.30756,1.1628,1.25712,0.000795611,0.000795611,0.000795611
65,165.995,1.46868,1.28178,1.30673,0.70191,0.49518,0.52917,0.35618,1.32134,1.15677,1.27504,0.000793812,0.000793812,0.000793812
66,168.468,1.40467,1.24631,1.27997,0.71056,0.50319,0.53937,0.36666,1.31267,1.10646,1.2703,0.000792012,0.000792012,0.000792012
67,170.896,1.41693,1.2327,1.24605,0.70535,0.51307,0.5467,0.3563,1.35735,1.15041,1.269,0.000790212,0.000790212,0.000790212
68,173.442,1.42918,1.31386,1.30219,0.69432,0.48551,0.52749,0.35361,1.32059,1.1403,1.26605,0.000788412,0.000788412,0.000788412
69,175.956,1.47859,1.31243,1.3108,0.64545,0.50776,0.5251,0.34353,1.34087,1.14969,1.26037,0.000786612,0.000786612,0.000786612
70,178.438,1.36489,1.26039,1.27866,0.77143,0.50242,0.54269,0.36276,1.28967,1.07626,1.23389,0.000784812,0.000784812,0.000784812
71,180.925,1.43212,1.31543,1.30695,0.63746,0.50507,0.53992,0.36776,1.27436,1.07567,1.25121,0.000783013,0.000783013,0.000783013
72,183.493,1.44515,1.2714,1.2839,0.70497,0.48699,0.5429,0.3608,1.31755,1.17606,1.25831,0.000781213,0.000781213,0.000781213
73,186.027,1.40337,1.24813,1.24356,0.67746,0.51579,0.54629,0.35858,1.3161,1.12566,1.24907,0.000779413,0.000779413,0.000779413
74,188.542,1.45994,1.27802,1.33047,0.80433,0.48974,0.55255,0.36301,1.30991,1.13425,1.24237,0.000777613,0.000777613,0.000777613
75,191.035,1.36834,1.20357,1.27024,0.74513,0.512,0.54241,0.36932,1.24819,1.07269,1.21559,0.000775813,0.000775813,0.000775813
76,193.558,1.40729,1.24744,1.27379,0.75796,0.51131,0.56199,0.37867,1.26901,1.02837,1.22212,0.000774013,0.000774013,0.000774013
77,196.102,1.36234,1.19428,1.271,0.76922,0.52135,0.56237,0.37572,1.26535,1.03579,1.22237,0.000772214,0.000772214,0.000772214
78,198.588,1.38117,1.23791,1.28214,0.75147,0.52452,0.57291,0.39481,1.2196,1.01829,1.20866,0.000770414,0.000770414,0.000770414
79,201.09,1.37387,1.18634,1.25786,0.74078,0.51835,0.58375,0.3965,1.26762,1.03182,1.21541,0.000768614,0.000768614,0.000768614
80,203.701,1.35828,1.16586,1.26611,0.70985,0.52569,0.56472,0.38159,1.27782,1.07676,1.21965,0.000766814,0.000766814,0.000766814
81,206.267,1.37393,1.14863,1.24927,0.76626,0.52412,0.58384,0.39346,1.2821,1.01667,1.21998,0.000765014,0.000765014,0.000765014
82,208.818,1.35089,1.15584,1.24125,0.65666,0.53959,0.58089,0.39191,1.24132,1.04363,1.20064,0.000763215,0.000763215,0.000763215
83,211.338,1.34017,1.1829,1.26085,0.74122,0.49799,0.55873,0.38035,1.25527,1.04446,1.19518,0.000761415,0.000761415,0.000761415
84,213.825,1.35405,1.15021,1.24079,0.79234,0.52013,0.58259,0.39529,1.20939,0.98279,1.1853,0.000759615,0.000759615,0.000759615
85,216.318,1.36698,1.17434,1.26034,0.75461,0.51569,0.56909,0.38512,1.2474,1.02011,1.21791,0.000757815,0.000757815,0.000757815
86,218.853,1.33709,1.15242,1.24186,0.76016,0.53041,0.5743,0.39242,1.20877,1.00575,1.18356,0.000756015,0.000756015,0.000756015
87,221.362,1.30797,1.10603,1.20763,0.76403,0.55722,0.58804,0.40908,1.19359,0.99345,1.1733,0.000754215,0.000754215,0.000754215
88,223.873,1.35724,1.17482,1.24569,0.75278,0.54343,0.59386,0.40291,1.22106,1.01257,1.18323,0.000752416,0.000752416,0.000752416
89,226.352,1.2918,1.08288,1.20294,0.72615,0.54981,0.589,0.40563,1.18601,0.95183,1.16601,0.000750616,0.000750616,0.000750616
90,228.842,1.37361,1.14259,1.24693,0.76919,0.52393,0.58555,0.38696,1.25626,1.02158,1.18819,0.000748816,0.000748816,0.000748816
91,231.332,1.32877,1.14517,1.21853,0.78749,0.52543,0.58311,0.40059,1.21998,1.02165,1.17105,0.000747016,0.000747016,0.000747016
92,233.845,1.29653,1.07638,1.22269,0.77074,0.55822,0.60466,0.41533,1.19531,0.93345,1.17034,0.000745216,0.000745216,0.000745216
93,236.36,1.34394,1.13797,1.21718,0.76947,0.53267,0.60222,0.40944,1.19578,0.98914,1.17974,0.000743417,0.000743417,0.000743417
94,238.903,1.34637,1.135,1.19407,0.74994,0.55507,0.60092,0.41632,1.18254,0.94567,1.16706,0.000741617,0.000741617,0.000741617
95,241.392,1.29639,1.07594,1.17496,0.76599,0.54438,0.60225,0.40896,1.21118,0.93699,1.17438,0.000739817,0.000739817,0.000739817
96,244.058,1.29829,1.05004,1.17866,0.75031,0.56078,0.60709,0.41729,1.17729,0.93506,1.15239,0.000738017,0.000738017,0.000738017
97,246.627,1.29162,1.06533,1.23449,0.79328,0.55342,0.61312,0.41629,1.18377,0.92697,1.1656,0.000736217,0.000736217,0.000736217
98,249.137,1.27775,1.1112,1.2435,0.81327,0.55498,0.61807,0.42073,1.13768,0.89492,1.15001,0.000734417,0.000734417,0.000734417
99,251.629,1.24511,1.06821,1.16763,0.75044,0.55451,0.60498,0.40367,1.21643,0.91501,1.17244,0.000732618,0.000732618,0.000732618
100,254.136,1.29948,1.09085,1.1845,0.73924,0.54505,0.61634,0.42527,1.16499,0.91577,1.15698,0.000730818,0.000730818,0.000730818
101,256.666,1.27831,1.08577,1.16828,0.7764,0.55418,0.61727,0.42343,1.18338,0.90505,1.15901,0.000729018,0.000729018,0.000729018
102,259.143,1.25873,1.05778,1.16871,0.79135,0.54152,0.6125,0.42925,1.15845,0.91718,1.15212,0.000727218,0.000727218,0.000727218
103,261.589,1.29638,1.06899,1.14804,0.80232,0.55657,0.62774,0.43178,1.12316,0.89841,1.12605,0.000725418,0.000725418,0.000725418
104,264.101,1.30375,1.09564,1.16822,0.77677,0.58208,0.6323,0.43608,1.13797,0.8835,1.13,0.000723619,0.000723619,0.000723619
105,266.603,1.22219,0.99247,1.14232,0.86699,0.55255,0.62474,0.43118,1.151,0.88232,1.13199,0.000721819,0.000721819,0.000721819
106,269.064,1.30152,1.05864,1.18224,0.73512,0.57397,0.61567,0.42568,1.14654,0.95297,1.13613,0.000720019,0.000720019,0.000720019
107,271.599,1.24168,1.00207,1.17988,0.81213,0.54933,0.62798,0.43136,1.13474,0.89822,1.13618,0.000718219,0.000718219,0.000718219
108,274.121,1.2505,1.03769,1.17881,0.81481,0.55056,0.62263,0.42835,1.16113,0.88631,1.15247,0.000716419,0.000716419,0.000716419
109,276.638,1.21066,1.03621,1.14241,0.82424,0.52154,0.61765,0.43458,1.12576,0.93759,1.12584,0.000714619,0.000714619,0.000714619
110,279.108,1.25765,1.06732,1.17063,0.78931,0.55866,0.62498,0.42453,1.13376,0.93442,1.12861,0.00071282,0.00071282,0.00071282
111,281.744,1.22219,0.98212,1.16275,0.82081,0.56439,0.64379,0.44046,1.11496,0.87711,1.12064,0.00071102,0.00071102,0.00071102
112,284.244,1.24284,0.99536,1.15114,0.80445,0.56155,0.6385,0.43384,1.13304,0.87033,1.12248,0.00070922,0.00070922,0.00070922
113,286.76,1.18003,0.97351,1.15119,0.79916,0.57345,0.63799,0.44489,1.12205,0.89345,1.12792,0.00070742,0.00070742,0.00070742
114,289.279,1.24372,1.02692,1.13881,0.82133,0.56308,0.64083,0.43932,1.14066,0.86414,1.13065,0.00070562,0.00070562,0.00070562
115,291.821,1.26108,1.01532,1.15743,0.82819,0.57609,0.64061,0.44921,1.09336,0.8489,1.1044,0.000703821,0.000703821,0.000703821
116,294.371,1.23065,0.97962,1.15958,0.82931,0.5745,0.64185,0.4438,1.1225,0.89853,1.12515,0.000702021,0.000702021,0.000702021
117,296.843,1.21584,0.98782,1.17985,0.87898,0.53496,0.62637,0.43619,1.10698,0.89538,1.11069,0.000700221,0.000700221,0.000700221
118,299.363,1.23104,1.02893,1.12943,0.81838,0.57622,0.64781,0.44406,1.16538,0.88418,1.13678,0.000698421,0.000698421,0.000698421
119,301.827,1.22176,1.00684,1.1486,0.83118,0.58588,0.6579,0.46083,1.08956,0.83372,1.1035,0.000696621,0.000696621,0.000696621
120,304.363,1.19562,0.95217,1.1557,0.80131,0.5541,0.63172,0.44779,1.08608,0.90467,1.10051,0.000694821,0.000694821,0.000694821
121,306.859,1.22637,1.00247,1.15985,0.88835,0.55615,0.64283,0.45272,1.10734,0.82443,1.1112,0.000693022,0.000693022,0.000693022
122,309.316,1.24772,0.99539,1.16057,0.88026,0.5724,0.6548,0.45558,1.11212,0.84232,1.10766,0.000691222,0.000691222,0.000691222
123,311.802,1.21015,0.98057,1.12109,0.80093,0.58179,0.65083,0.45435,1.08027,0.86356,1.10583,0.000689422,0.000689422,0.000689422
124,314.291,1.14396,0.94493,1.1277,0.85887,0.57572,0.6565,0.45477,1.08521,0.80321,1.10478,0.000687622,0.000687622,0.000687622
125,316.76,1.21814,0.9787,1.13573,0.87138,0.55577,0.64501,0.45316,1.07643,0.82001,1.09734,0.000685822,0.000685822,0.000685822
126,319.266,1.18797,0.95918,1.13484,0.84372,0.57355,0.66262,0.46082,1.07424,0.80379,1.09149,0.000684022,0.000684022,0.000684022
127,321.884,1.1709,0.9688,1.14688,0.81996,0.59477,0.66542,0.46233,1.07236,0.80182,1.09323,0.000682223,0.000682223,0.000682223
128,324.394,1.205,0.97717,1.11713,0.83934,0.55575,0.646,0.4468,1.09287,0.89877,1.09234,0.000680423,0.000680423,0.000680423
129,326.934,1.212,0.97,1.12898,0.8506,0.56594,0.64584,0.44732,1.13329,0.83719,1.11733,0.000678623,0.000678623,0.000678623
130,329.461,1.21982,0.92174,1.12684,0.84921,0.57412,0.65877,0.45384,1.10418,0.82428,1.10667,0.000676823,0.000676823,0.000676823
131,331.943,1.23225,0.96457,1.14465,0.83501,0.59619,0.65999,0.47021,1.06291,0.78297,1.09113,0.000675023,0.000675023,0.000675023
132,334.422,1.22373,0.96457,1.12708,0.81789,0.60125,0.66481,0.47102,1.05772,0.77737,1.08916,0.000673224,0.000673224,0.000673224
133,336.959,1.1886,0.92419,1.12225,0.82826,0.59802,0.66434,0.46135,1.06445,0.80433,1.08461,0.000671424,0.000671424,0.000671424
134,339.456,1.18616,0.92721,1.12548,0.85897,0.57421,0.66015,0.46112,1.07253,0.82337,1.08123,0.000669624,0.000669624,0.000669624
135,341.949,1.20081,0.94549,1.10925,0.79969,0.59078,0.66507,0.45947,1.0828,0.82101,1.09885,0.000667824,0.000667824,0.000667824
136,344.446,1.18125,0.95382,1.13367,0.84378,0.59609,0.67425,0.47441,1.06554,0.7677,1.07953,0.000666024,0.000666024,0.000666024
137,346.884,1.16762,0.9124,1.13618,0.79131,0.6079,0.67458,0.4684,1.06559,0.76945,1.08024,0.000664224,0.000664224,0.000664224
138,349.363,1.2006,0.94203,1.12773,0.83846,0.5789,0.66872,0.454,1.11213,0.86811,1.09643,0.000662425,0.000662425,0.000662425
139,351.861,1.21879,0.95463,1.13898,0.82044,0.60512,0.67719,0.47028,1.0638,0.80477,1.08028,0.000660625,0.000660625,0.000660625
140,354.354,1.1534,0.88136,1.11333,0.82805,0.61191,0.6898,0.48402,1.02407,0.75406,1.07057,0.000658825,0.000658825,0.000658825
141,356.836,1.19014,0.92627,1.11194,0.80241,0.61209,0.67639,0.46892,1.06214,0.77736,1.08388,0.000657025,0.000657025,0.000657025
142,359.341,1.13858,0.87551,1.09452,0.83043,0.62348,0.67996,0.47904,1.0321,0.76033,1.07211,0.000655225,0.000655225,0.000655225
143,361.822,1.16507,0.90646,1.0905,0.83082,0.60994,0.67827,0.47054,1.06252,0.77178,1.07008,0.000653426,0.000653426,0.000653426
144,364.448,1.19504,0.94602,1.1326,0.83936,0.56401,0.64773,0.45581,1.08728,0.84367,1.08615,0.000651626,0.000651626,0.000651626
145,366.979,1.13872,0.88318,1.1006,0.7973,0.62952,0.67901,0.47979,1.03522,0.76647,1.06429,0.000649826,0.000649826,0.000649826
146,369.492,1.16547,0.88728,1.08067,0.83702,0.62458,0.68124,0.47115,1.0858,0.76077,1.08899,0.000648026,0.000648026,0.000648026
147,371.983,1.16602,0.88871,1.09094,0.79055,0.64441,0.69264,0.49599,1.01037,0.73537,1.05623,0.000646226,0.000646226,0.000646226
148,374.557,1.16077,0.89444,1.10546,0.86741,0.60379,0.69031,0.49307,1.01568,0.7432,1.05343,0.000644426,0.000644426,0.000644426
149,377.009,1.17752,0.88512,1.13528,0.85155,0.60711,0.68341,0.48336,1.04327,0.75237,1.07117,0.000642627,0.000642627,0.000642627
150,379.432,1.14814,0.87313,1.12086,0.86614,0.60655,0.68627,0.48606,1.01782,0.74395,1.05987,0.000640827,0.000640827,0.000640827
151,381.953,1.15517,0.88201,1.10285,0.84998,0.61461,0.69928,0.4909,1.01611,0.73828,1.05698,0.000639027,0.000639027,0.000639027
152,384.515,1.09113,0.85044,1.12134,0.85043,0.60614,0.67158,0.48161,1.02197,0.77178,1.05724,0.000637227,0.000637227,0.000637227
153,386.958,1.12643,0.85346,1.10362,0.85587,0.61071,0.69329,0.48038,1.0592,0.75028,1.07081,0.000635427,0.000635427,0.000635427
154,389.5,1.13409,0.87908,1.08842,0.84938,0.60759,0.69285,0.4847,1.04422,0.76894,1.06239,0.000633628,0.000633628,0.000633628
155,392.123,1.15721,0.86713,1.08287,0.7928,0.63858,0.69722,0.49117,1.01352,0.73856,1.05705,0.000631828,0.000631828,0.000631828
156,394.828,1.1753,0.88626,1.11934,0.85747,0.60479,0.69045,0.49169,1.00624,0.73573,1.04798,0.000630028,0.000630028,0.000630028
157,397.322,1.15117,0.8729,1.09028,0.87058,0.60935,0.68577,0.48318,1.04703,0.75109,1.06663,0.000628228,0.000628228,0.000628228
158,399.788,1.19868,0.90506,1.11938,0.87333,0.61847,0.70683,0.49305,1.00664,0.73022,1.05509,0.000626428,0.000626428,0.000626428
159,402.331,1.16236,0.8742,1.11236,0.81266,0.64115,0.70296,0.49828,0.998,0.73027,1.04983,0.000624628,0.000624628,0.000624628
160,404.873,1.0887,0.83768,1.10411,0.82193,0.65555,0.70649,0.49346,1.01097,0.71717,1.04823,0.000622829,0.000622829,0.000622829
161,407.492,1.16152,0.86904,1.09883,0.8763,0.61281,0.70217,0.49731,1.00489,0.71973,1.04615,0.000621029,0.000621029,0.000621029
162,409.964,1.10577,0.84482,1.07774,0.86805,0.61854,0.70408,0.49952,0.98187,0.72521,1.03901,0.000619229,0.000619229,0.000619229
163,412.424,1.13845,0.85299,1.07159,0.8615,0.62617,0.70724,0.49829,1.00375,0.73162,1.04053,0.000617429,0.000617429,0.000617429
164,414.905,1.15109,0.85507,1.11631,0.88299,0.61923,0.70823,0.49563,1.0139,0.72355,1.05186,0.000615629,0.000615629,0.000615629
165,417.424,1.12314,0.82148,1.10169,0.77903,0.65825,0.70612,0.49537,0.9969,0.70847,1.0582,0.00061383,0.00061383,0.00061383
166,419.898,1.1444,0.85018,1.1068,0.89594,0.60044,0.70218,0.50265,0.97133,0.69561,1.04242,0.00061203,0.00061203,0.00061203
167,422.398,1.12207,0.8478,1.08161,0.81331,0.63506,0.69722,0.49016,0.99738,0.71536,1.04456,0.00061023,0.00061023,0.00061023
168,424.876,1.09814,0.81361,1.09145,0.84946,0.63258,0.70914,0.49433,0.98973,0.70211,1.03974,0.00060843,0.00060843,0.00060843
169,427.444,1.108,0.83497,1.08099,0.8364,0.64057,0.70858,0.49596,0.9961,0.70556,1.0431,0.00060663,0.00060663,0.00060663
170,429.959,1.11315,0.80887,1.10026,0.83973,0.65714,0.72253,0.5091,1.00656,0.68231,1.05077,0.00060483,0.00060483,0.00060483
171,432.42,1.12439,0.82128,1.10697,0.83538,0.65737,0.71359,0.51182,0.98344,0.71035,1.04164,0.000603031,0.000603031,0.000603031
172,434.934,1.11471,0.86657,1.08224,0.86172,0.64469,0.71314,0.50362,0.98225,0.68674,1.03838,0.000601231,0.000601231,0.000601231
173,437.517,1.12462,0.8348,1.07539,0.84169,0.6289,0.70524,0.50795,0.95569,0.72531,1.02785,0.000599431,0.000599431,0.000599431
174,439.974,1.10916,0.8216,1.06781,0.84395,0.65483,0.71837,0.5175,0.95529,0.68532,1.02903,0.000597631,0.000597631,0.000597631
175,442.475,1.04606,0.7873,1.05962,0.89906,0.63656,0.72186,0.51704,0.94311,0.67415,1.02501,0.000595831,0.000595831,0.000595831
176,444.942,1.13541,0.8449,1.07856,0.88273,0.65982,0.71805,0.51987,0.94998,0.65924,1.02446,0.000594031,0.000594031,0.000594031
177,447.569,1.09333,0.81595,1.07306,0.84549,0.65484,0.715,0.50725,0.96388,0.66587,1.02256,0.000592232,0.000592232,0.000592232
178,450.048,1.07576,0.80606,1.06349,0.85865,0.64775,0.71774,0.51635,0.96686,0.69064,1.01517,0.000590432,0.000590432,0.000590432
179,452.518,1.07861,0.80168,1.06671,0.8677,0.63561,0.7167,0.51738,0.9543,0.68709,1.01727,0.000588632,0.000588632,0.000588632
180,455.044,1.05357,0.78943,1.07205,0.8716,0.66406,0.72074,0.5144,0.96562,0.67994,1.01902,0.000586832,0.000586832,0.000586832
181,457.549,1.07281,0.78801,1.03463,0.87371,0.63428,0.71839,0.50582,0.97383,0.69772,1.01999,0.000585032,0.000585032,0.000585032
182,460.071,1.03342,0.76542,1.0288,0.91276,0.60757,0.70757,0.51279,0.92771,0.67565,1.01402,0.000583233,0.000583233,0.000583233
183,462.582,1.10594,0.83016,1.0594,0.86933,0.64153,0.72475,0.52342,0.94488,0.66781,1.01567,0.000581433,0.000581433,0.000581433
184,465.165,1.08492,0.808,1.06443,0.90759,0.62839,0.72319,0.52342,0.93689,0.65008,1.01354,0.000579633,0.000579633,0.000579633
185,467.725,1.10335,0.80261,1.07226,0.88687,0.64507,0.72864,0.52683,0.96102,0.66272,1.02587,0.000577833,0.000577833,0.000577833
186,470.163,1.10178,0.78815,1.06622,0.86477,0.63454,0.71233,0.51171,0.92921,0.65587,1.01234,0.000576033,0.000576033,0.000576033
